activity	time	p	p_peak	p_smooth
Walking	1330	4.31E-04	0.093189529	0.090036912
Using cardiovascular equipment	1330	2.24E-04	0.168130586	0.154619739
Participating in water sports	1330	1.69E-04	0.052790938	0.055053798
Playing basketball	1330	1.78E-04	0.085024491	0.082820482
"Working out, unspecified"	1330	7.62E-04	0.219145155	0.215161128
"Skiing, ice skating, snowboarding"	1330	1.97E-05	0.040716473	0.040716473
Doing yoga	1330	1.12E-05	0.026292738	0.021490489
Playing billiards	1330	7.40E-04	0.902459244	0.877642094
Fishing	1330	2.06E-04	0.122980721	0.126588856
Dancing	1330	6.60E-04	0.885392251	0.875199688
Playing football	1330	3.92E-05	0.040582917	0.040582917
Vehicle touring/racing	1330	5.26E-05	0.131105371	0.128517447
Softball	1330	9.35E-05	0.157086876	0.157086876
Playing soccer	1330	2.27E-05	0.028208057	0.029214897
Doing aerobics	1330	1.02E-05	0.016628397	0.019896754
Hunting	1330	4.82E-05	0.044331924	0.044331924
Participating in martial arts	1330	3.07E-05	0.10075529	0.10075529
Bowling	1330	4.37E-04	0.354685425	0.368056549
Rollerblading	1330	3.05E-05	0.095758137	0.126321913
Golfing	1330	1.23E-05	0.005244372	0.00407093
Playing volleyball	1330	8.57E-05	0.180550548	0.195129619
Boating	1330	3.54E-05	0.052563186	0.056739671
Playing baseball	1330	3.30E-05	0.070660982	0.070660982
Running	1335	1.01E-04	0.069189323	0.067345792
Playing racquet sports	1335	2.41E-05	0.050180496	0.049397441
Weightlifting/strength training	1335	2.84E-04	0.177681129	0.181484468
Hiking	1335	3.05E-05	0.060367388	0.060367388
Biking	1335	1.85E-05	0.022352016	0.022352016
Walking	1335	4.13E-04	0.089387766	0.089546762
Using cardiovascular equipment	1335	1.63E-04	0.1226492	0.131764693
Participating in water sports	1335	1.75E-04	0.05467854	0.055272596
Playing basketball	1335	1.64E-04	0.078636804	0.078116313
"Working out, unspecified"	1335	7.29E-04	0.209753768	0.204423134
"Skiing, ice skating, snowboarding"	1335	1.97E-05	0.040716473	0.040716473
Doing yoga	1335	1.12E-05	0.026292738	0.022330741
Playing billiards	1335	7.32E-04	0.893295124	0.884259136
Fishing	1335	2.17E-04	0.129858204	0.12756571
Dancing	1335	6.54E-04	0.877715445	0.895175103
Playing football	1335	3.92E-05	0.040582917	0.042864892
Vehicle touring/racing	1335	4.95E-05	0.1233416	0.11630277
Softball	1335	9.35E-05	0.157086876	0.144040067
Playing soccer	1335	2.27E-05	0.028208057	0.028208057
Doing aerobics	1335	8.86E-06	0.014489772	0.015202647
Hunting	1335	4.82E-05	0.044331924	0.044331924
Participating in martial arts	1335	3.07E-05	0.10075529	0.10075529
Bowling	1335	4.49E-04	0.364437898	0.350324492
Rollerblading	1335	3.05E-05	0.095758137	0.095758137
Golfing	1335	4.04E-06	0.001724046	0.002897488
Playing volleyball	1335	8.57E-05	0.180550548	0.180550548
Boating	1335	3.54E-05	0.052563186	0.052563186
Playing baseball	1335	3.30E-05	0.070660982	0.070660982
Running	1340	9.33E-05	0.063658731	0.062543902
Playing racquet sports	1340	2.30E-05	0.047831333	0.048614387
Weightlifting/strength training	1340	2.80E-04	0.174992029	0.174132026
Hiking	1340	3.05E-05	0.060367388	0.040244926
Biking	1340	1.85E-05	0.022352016	0.022352016
Walking	1340	3.98E-04	0.08606299	0.081709309
Using cardiovascular equipment	1340	1.39E-04	0.104514294	0.115520124
Participating in water sports	1340	1.87E-04	0.058348309	0.056659448
Playing basketball	1340	1.48E-04	0.070687644	0.071302335
"Working out, unspecified"	1340	6.41E-04	0.184370478	0.187066565
"Skiing, ice skating, snowboarding"	1340	1.97E-05	0.040716473	0.040716473
Doing yoga	1340	6.15E-06	0.014406748	0.018368745
Playing billiards	1340	7.03E-04	0.857023039	0.853988213
Fishing	1340	2.17E-04	0.129858204	0.130482199
Dancing	1340	6.88E-04	0.922417614	0.905121092
Playing football	1340	4.58E-05	0.047428843	0.045146867
Vehicle touring/racing	1340	3.79E-05	0.09446134	0.104088093
Softball	1340	7.02E-05	0.117946449	0.1274039
Playing soccer	1340	2.27E-05	0.028208057	0.028208057
Doing aerobics	1340	8.86E-06	0.014489772	0.014489772
Hunting	1340	4.82E-05	0.044331924	0.042382705
Participating in martial arts	1340	3.07E-05	0.10075529	0.10075529
Bowling	1340	4.09E-04	0.331850153	0.341261905
Rollerblading	1340	3.05E-05	0.095758137	0.095758137
Golfing	1340	4.04E-06	0.001724046	0.001724046
Playing volleyball	1340	8.57E-05	0.180550548	0.180550548
Boating	1340	3.54E-05	0.052563186	0.052563186
Playing baseball	1340	3.30E-05	0.070660982	0.070660982
Running	1345	8.03E-05	0.054783653	0.056637328
Playing racquet sports	1345	2.30E-05	0.047831333	0.039906192
Weightlifting/strength training	1345	2.72E-04	0.16972292	0.17079885
Hiking	1345	0	0	0.020122463
Biking	1345	1.85E-05	0.022352016	0.022352016
Walking	1345	3.22E-04	0.06967717	0.075349458
Using cardiovascular equipment	1345	1.59E-04	0.119396879	0.12459441
Participating in water sports	1345	1.82E-04	0.056951496	0.0574171
Playing basketball	1345	1.35E-04	0.064582556	0.067153055
"Working out, unspecified"	1345	5.81E-04	0.167075449	0.17629492
"Skiing, ice skating, snowboarding"	1345	1.97E-05	0.040716473	0.040716473
Doing yoga	1345	6.15E-06	0.014406748	0.037328498
Playing billiards	1345	6.65E-04	0.811646476	0.830913932
Fishing	1345	2.20E-04	0.131730189	0.132332567
Dancing	1345	6.82E-04	0.915230216	0.93054367
Playing football	1345	4.58E-05	0.047428843	0.047428843
Vehicle touring/racing	1345	3.79E-05	0.09446134	0.105109112
Softball	1345	6.38E-05	0.107178375	0.110767733
Playing soccer	1345	2.27E-05	0.028208057	0.029093344
Doing aerobics	1345	8.86E-06	0.014489772	0.014489772
Hunting	1345	4.18E-05	0.038484268	0.040433487
Participating in martial arts	1345	3.07E-05	0.10075529	0.10075529
Bowling	1345	4.04E-04	0.327497663	0.329242734
Rollerblading	1345	3.05E-05	0.095758137	0.095758137
Golfing	1345	4.04E-06	0.001724046	0.001378239
Playing volleyball	1345	8.57E-05	0.180550548	0.180550548
Boating	1345	3.54E-05	0.052563186	0.061943863
Playing baseball	1345	3.30E-05	0.070660982	0.070660982
Running	1350	7.54E-05	0.051469599	0.050876733
Playing racquet sports	1350	1.15E-05	0.024055912	0.030119143
Weightlifting/strength training	1350	2.68E-04	0.167681601	0.152451103
Hiking	1350	0	0	0
Biking	1350	1.85E-05	0.022352016	0.021342122
Walking	1350	3.25E-04	0.070308215	0.063172988
Using cardiovascular equipment	1350	2.00E-04	0.149872057	0.133262008
Participating in water sports	1350	1.82E-04	0.056951496	0.052079371
Playing basketball	1350	1.38E-04	0.066188966	0.062137877
"Working out, unspecified"	1350	6.17E-04	0.177438833	0.1644471
"Skiing, ice skating, snowboarding"	1350	1.97E-05	0.040716473	0.040716473
Doing yoga	1350	3.55E-05	0.083171999	0.055447999
Playing billiards	1350	6.76E-04	0.824072282	0.810280493
Fishing	1350	2.26E-04	0.135409308	0.129733835
Dancing	1350	7.11E-04	0.953983181	0.919034019
Playing football	1350	4.58E-05	0.047428843	0.047428843
Vehicle touring/racing	1350	5.07E-05	0.126404658	0.107083845
Softball	1350	6.38E-05	0.107178375	0.094920799
Playing soccer	1350	2.48E-05	0.030863916	0.025245315
Doing aerobics	1350	8.86E-06	0.014489772	0.020084832
Hunting	1350	4.18E-05	0.038484268	0.036695436
Participating in martial arts	1350	3.07E-05	0.10075529	0.083955558
Bowling	1350	4.05E-04	0.328380385	0.315549932
Rollerblading	1350	3.05E-05	0.095758137	0.092176749
Golfing	1350	1.61E-06	6.87E-04	0.001185271
Playing volleyball	1350	8.57E-05	0.180550548	0.150221347
Boating	1350	5.44E-05	0.080705215	0.071324539
Playing baseball	1350	3.30E-05	0.070660982	0.066028992
Running	1355	6.80E-05	0.046376947	0.048074497
Playing racquet sports	1355	8.86E-06	0.018470185	0.020332094
Weightlifting/strength training	1355	1.92E-04	0.119948788	0.14290134
Hiking	1355	0	0	0
Biking	1355	1.60E-05	0.019322335	0.020332228
Walking	1355	2.29E-04	0.049533578	0.056774523
Using cardiovascular equipment	1355	1.74E-04	0.130517087	0.132787358
Participating in water sports	1355	1.36E-04	0.042335122	0.048337665
Playing basketball	1355	1.16E-04	0.05564211	0.061481116
"Working out, unspecified"	1355	5.17E-04	0.148827019	0.155530106
"Skiing, ice skating, snowboarding"	1355	1.97E-05	0.040716473	0.040716473
Doing yoga	1355	2.94E-05	0.068765251	0.0784423
Playing billiards	1355	6.52E-04	0.795122722	0.803487857
Fishing	1355	2.04E-04	0.122062007	0.125564117
Dancing	1355	6.62E-04	0.88788866	0.915295071
Playing football	1355	4.58E-05	0.047428843	0.047428843
Vehicle touring/racing	1355	4.03E-05	0.100385539	0.109058578
Softball	1355	4.19E-05	0.070405646	0.082663222
Playing soccer	1355	1.34E-05	0.016663973	0.021397287
Doing aerobics	1355	1.91E-05	0.031274953	0.025679892
Hunting	1355	3.60E-05	0.033117771	0.034906603
Participating in martial arts	1355	1.53E-05	0.050356095	0.067155826
Bowling	1355	3.58E-04	0.290771748	0.300325614
Rollerblading	1355	2.71E-05	0.085013971	0.08859536
Golfing	1355	2.69E-06	0.001145143	9.92E-04
Playing volleyball	1355	4.25E-05	0.089562945	0.11559801
Boating	1355	5.44E-05	0.080705215	0.080705215
Playing baseball	1355	2.65E-05	0.056765014	0.061397003
Running	1360	6.80E-05	0.046376947	0.038931626
Playing racquet sports	1360	8.86E-06	0.018470185	0.018470185
Weightlifting/strength training	1360	2.26E-04	0.141073631	0.132922019
Hiking	1360	0	0	0
Biking	1360	1.60E-05	0.019322335	0.021133003
Walking	1360	2.33E-04	0.050481777	0.049663372
Using cardiovascular equipment	1360	1.57E-04	0.11797293	0.129140832
Participating in water sports	1360	1.46E-04	0.045726378	0.043655526
Playing basketball	1360	1.31E-04	0.062612271	0.054186494
"Working out, unspecified"	1360	4.88E-04	0.140324465	0.141484434
"Skiing, ice skating, snowboarding"	1360	1.97E-05	0.040716473	0.040716473
Doing yoga	1360	3.56E-05	0.083389649	0.073640051
Playing billiards	1360	6.49E-04	0.791268569	0.783865483
Fishing	1360	1.99E-04	0.119221035	0.12155591
Dancing	1360	6.74E-04	0.904013373	0.920659567
Playing football	1360	4.58E-05	0.047428843	0.047428843
Vehicle touring/racing	1360	4.03E-05	0.100385539	0.100385539
Softball	1360	4.19E-05	0.070405646	0.065672488
Playing soccer	1360	1.34E-05	0.016663973	0.016663973
Doing aerobics	1360	1.91E-05	0.031274953	0.031274953
Hunting	1360	3.60E-05	0.033117771	0.033117771
Participating in martial arts	1360	1.53E-05	0.050356095	0.050356095
Bowling	1360	3.47E-04	0.281824708	0.279320826
Rollerblading	1360	2.71E-05	0.085013971	0.085013971
Golfing	1360	2.69E-06	0.001145143	0.001145143
Playing volleyball	1360	3.64E-05	0.076680536	0.080974672
Boating	1360	5.44E-05	0.080705215	0.081649706
Playing baseball	1360	2.65E-05	0.056765014	0.056765014
Running	1365	3.52E-05	0.024040984	0.031004501
Playing racquet sports	1365	8.86E-06	0.018470185	0.018470185
Weightlifting/strength training	1365	2.20E-04	0.137743639	0.127809024
Hiking	1365	0	0	0
Biking	1365	2.05E-05	0.024754341	0.023672409
Walking	1365	2.26E-04	0.048974761	0.047016235
Using cardiovascular equipment	1365	1.85E-04	0.138932477	0.129060248
Participating in water sports	1365	1.37E-04	0.042905078	0.044244539
Playing basketball	1365	9.26E-05	0.044305101	0.049233872
"Working out, unspecified"	1365	4.70E-04	0.135301819	0.121931832
"Skiing, ice skating, snowboarding"	1365	1.97E-05	0.040716473	0.040716473
Doing yoga	1365	2.94E-05	0.068765251	0.07684719
Playing billiards	1365	6.27E-04	0.765205159	0.772325043
Fishing	1365	2.06E-04	0.123384688	0.120106809
Dancing	1365	7.23E-04	0.970076668	0.94598651
Playing football	1365	4.58E-05	0.047428843	0.047428843
Vehicle touring/racing	1365	4.03E-05	0.100385539	0.100385539
Softball	1365	3.35E-05	0.056206172	0.06093933
Playing soccer	1365	1.34E-05	0.016663973	0.016663973
Doing aerobics	1365	1.91E-05	0.031274953	0.026445029
Hunting	1365	3.60E-05	0.033117771	0.033117771
Participating in martial arts	1365	1.53E-05	0.050356095	0.050356095
Bowling	1365	3.27E-04	0.265366021	0.273593053
Rollerblading	1365	2.71E-05	0.085013971	0.085013971
Golfing	1365	2.69E-06	0.001145143	0.001145143
Playing volleyball	1365	3.64E-05	0.076680536	0.076680536
Boating	1365	5.63E-05	0.08353869	0.082594198
Playing baseball	1365	2.65E-05	0.056765014	0.056765014
Running	1370	3.31E-05	0.022595574	0.024711605
Playing racquet sports	1370	8.86E-06	0.018470185	0.018470185
Weightlifting/strength training	1370	1.67E-04	0.104609803	0.119931348
Hiking	1370	0	0	0
Biking	1370	2.24E-05	0.026940552	0.026211815
Walking	1370	1.92E-04	0.041592168	0.043806068
Using cardiovascular equipment	1370	1.74E-04	0.130275336	0.128249157
Participating in water sports	1370	1.41E-04	0.044102161	0.043929908
Playing basketball	1370	8.52E-05	0.040784245	0.039913791
"Working out, unspecified"	1370	3.13E-04	0.090169213	0.099661554
"Skiing, ice skating, snowboarding"	1370	1.97E-05	0.040716473	0.039336967
Doing yoga	1370	3.35E-05	0.078386668	0.06842719
Playing billiards	1370	6.23E-04	0.760501401	0.758829209
Fishing	1370	1.97E-04	0.117714702	0.119604698
Dancing	1370	7.19E-04	0.963869489	0.948914348
Playing football	1370	4.58E-05	0.047428843	0.047428843
Vehicle touring/racing	1370	4.03E-05	0.100385539	0.097112274
Softball	1370	3.35E-05	0.056206172	0.056206172
Playing soccer	1370	1.34E-05	0.016663973	0.015014413
Doing aerobics	1370	1.03E-05	0.016785181	0.021615105
Hunting	1370	3.60E-05	0.033117771	0.033117771
Participating in martial arts	1370	1.53E-05	0.050356095	0.050356095
Bowling	1370	3.37E-04	0.273588429	0.270449727
Rollerblading	1370	2.71E-05	0.085013971	0.085013971
Golfing	1370	2.69E-06	0.001145143	0.001511992
Playing volleyball	1370	3.64E-05	0.076680536	0.076680536
Boating	1370	5.63E-05	0.08353869	0.08353869
Playing baseball	1370	2.65E-05	0.056765014	0.056765014
Running	1375	4.03E-05	0.027498258	0.024659309
Playing racquet sports	1375	8.86E-06	0.018470185	0.018470185
Weightlifting/strength training	1375	1.88E-04	0.117440602	0.114844053
Hiking	1375	0	0	0
Biking	1375	2.24E-05	0.026940552	0.026940552
Walking	1375	1.89E-04	0.040851277	0.043840475
Using cardiovascular equipment	1375	1.54E-04	0.115539659	0.118868645
Participating in water sports	1375	1.43E-04	0.044782485	0.044754278
Playing basketball	1375	7.24E-05	0.034652026	0.039243097
"Working out, unspecified"	1375	2.56E-04	0.07351363	0.078530899
"Skiing, ice skating, snowboarding"	1375	1.77E-05	0.036577955	0.035140148
Doing yoga	1375	2.48E-05	0.058129649	0.069092587
Playing billiards	1375	6.15E-04	0.750781066	0.760495019
Fishing	1375	1.97E-04	0.117714702	0.118660307
Dancing	1375	6.80E-04	0.912796885	0.947272649
Playing football	1375	4.58E-05	0.047428843	0.047428843
Vehicle touring/racing	1375	3.63E-05	0.090565745	0.09511903
Softball	1375	3.35E-05	0.056206172	0.056206172
Playing soccer	1375	9.43E-06	0.011715292	0.013364852
Doing aerobics	1375	1.03E-05	0.016785181	0.02027081
Hunting	1375	3.60E-05	0.033117771	0.033117771
Participating in martial arts	1375	1.53E-05	0.050356095	0.044425741
Bowling	1375	3.36E-04	0.272394731	0.271385444
Rollerblading	1375	2.71E-05	0.085013971	0.085013971
Golfing	1375	5.27E-06	0.002245691	0.001878842
Playing volleyball	1375	3.64E-05	0.076680536	0.076680536
Boating	1375	5.63E-05	0.08353869	0.08353869
Playing baseball	1375	2.65E-05	0.056765014	0.056765014
Running	1380	3.50E-05	0.023884096	0.027563489
Playing racquet sports	1380	8.86E-06	0.018470185	0.012313456
Weightlifting/strength training	1380	1.96E-04	0.122481755	0.107830023
Hiking	1380	0	0	0
Biking	1380	2.24E-05	0.026940552	0.026211815
Walking	1380	2.27E-04	0.04907798	0.044159615
Using cardiovascular equipment	1380	1.48E-04	0.110790939	0.109141822
Participating in water sports	1380	1.45E-04	0.045378188	0.038017548
Playing basketball	1380	8.84E-05	0.04229302	0.038218101
"Working out, unspecified"	1380	2.50E-04	0.071909855	0.071981277
"Skiing, ice skating, snowboarding"	1380	1.36E-05	0.028126017	0.03094333
Doing yoga	1380	3.02E-05	0.070761443	0.050381434
Playing billiards	1380	6.31E-04	0.770202589	0.705804269
Fishing	1380	2.01E-04	0.120551517	0.105548891
Dancing	1380	7.19E-04	0.965151573	0.896194647
Playing football	1380	4.58E-05	0.047428843	0.045308666
Vehicle touring/racing	1380	3.79E-05	0.094405807	0.092221776
Softball	1380	3.35E-05	0.056206172	0.044424023
Playing soccer	1380	9.43E-06	0.011715292	0.011715292
Doing aerobics	1380	1.67E-05	0.027242068	0.023756439
Hunting	1380	3.60E-05	0.033117771	0.038204398
Participating in martial arts	1380	9.92E-06	0.032565034	0.038495388
Bowling	1380	3.31E-04	0.268173172	0.248573226
Rollerblading	1380	2.71E-05	0.085013971	0.062448584
Golfing	1380	5.27E-06	0.002245691	0.002245691
Playing volleyball	1380	3.64E-05	0.076680536	0.076680536
Boating	1380	5.63E-05	0.08353869	0.082594198
Playing baseball	1380	2.65E-05	0.056765014	0.037843342
Running	1385	4.59E-05	0.031308112	0.02883344
Playing racquet sports	1385	0	0	0.006156728
Weightlifting/strength training	1385	1.34E-04	0.083567714	0.092982244
Hiking	1385	0	0	0
Biking	1385	2.05E-05	0.024754341	0.024107698
Walking	1385	1.97E-04	0.042549587	0.043873604
Using cardiovascular equipment	1385	1.35E-04	0.101094867	0.103769478
Participating in water sports	1385	7.65E-05	0.023891971	0.029668446
Playing basketball	1385	7.88E-05	0.037709256	0.039237178
"Working out, unspecified"	1385	2.45E-04	0.070520347	0.064125368
"Skiing, ice skating, snowboarding"	1385	1.36E-05	0.028126017	0.028126017
Doing yoga	1385	9.50E-06	0.022253211	0.04356543
Playing billiards	1385	4.89E-04	0.596429152	0.653169843
Fishing	1385	1.31E-04	0.078380455	0.092437476
Dancing	1385	6.04E-04	0.810635481	0.852851378
Playing football	1385	3.97E-05	0.041068312	0.043188489
Vehicle touring/racing	1385	3.68E-05	0.091693775	0.092597786
Softball	1385	1.24E-05	0.020859725	0.032641874
Playing soccer	1385	9.43E-06	0.011715292	0.008695481
Doing aerobics	1385	1.67E-05	0.027242068	0.027242068
Hunting	1385	5.26E-05	0.048377653	0.043291025
Participating in martial arts	1385	9.92E-06	0.032565034	0.032565034
Bowling	1385	2.53E-04	0.205151773	0.226158906
Rollerblading	1385	5.51E-06	0.017317808	0.039883196
Golfing	1385	5.27E-06	0.002245691	0.004628382
Playing volleyball	1385	3.64E-05	0.076680536	0.076680536
Boating	1385	5.44E-05	0.080705215	0.081649706
Playing baseball	1385	0	0	0.018921671
Running	1390	4.59E-05	0.031308112	0.031308112
Playing racquet sports	1390	0	0	0
Weightlifting/strength training	1390	1.17E-04	0.072897265	0.076454081
Hiking	1390	0	0	0
Biking	1390	1.71E-05	0.020628202	0.022003581
Walking	1390	1.85E-04	0.039993246	0.042209175
Using cardiovascular equipment	1390	1.33E-04	0.099422628	0.101572504
Participating in water sports	1390	6.32E-05	0.019735178	0.019946754
Playing basketball	1390	7.88E-05	0.037709256	0.037358433
"Working out, unspecified"	1390	1.74E-04	0.049945902	0.053874405
"Skiing, ice skating, snowboarding"	1390	1.36E-05	0.028126017	0.028126017
Doing yoga	1390	1.61E-05	0.037681637	0.032538828
Playing billiards	1390	4.86E-04	0.59287779	0.585758041
Fishing	1390	1.31E-04	0.078380455	0.078836194
Dancing	1390	5.84E-04	0.78276708	0.799637231
Playing football	1390	3.97E-05	0.041068312	0.041068312
Vehicle touring/racing	1390	3.68E-05	0.091693775	0.091693775
Softball	1390	1.24E-05	0.020859725	0.020859725
Playing soccer	1390	2.14E-06	0.002655858	0.00567567
Doing aerobics	1390	1.67E-05	0.027242068	0.032263276
Hunting	1390	5.26E-05	0.048377653	0.048377653
Participating in martial arts	1390	9.92E-06	0.032565034	0.032565034
